year,title,genre
1970,Love Story,Drama
1970,Love Story,Romance
1970,Airport,Action
1970,Airport,Drama
1970,Airport,Thriller
1970,MASH,Comedy
1970,MASH,Drama
1970,MASH,War
1970,Patton,Biography
1970,Patton,Drama
1970,Patton,War
1970,The AristoCats,Animation
1970,The AristoCats,Adventure
1970,The AristoCats,Comedy
1970,Little Big Man,Adventure
1970,Little Big Man,Comedy
1970,Little Big Man,Drama
1970,Tora! Tora! Tora!,Action
1970,Tora! Tora! Tora!,Drama
1970,Tora! Tora! Tora!,History
1970,Catch-22,Comedy
1970,Catch-22,Drama
1970,Catch-22,War
1970,The Owl and the Pussycat,Comedy
1970,Joe,Drama
1970,Joe,Thriller
1970,Beneath the Planet of the Apes,Action
1970,Beneath the Planet of the Apes,Adventure
1970,Beneath the Planet of the Apes,Sci-Fi
1970,The Boatniks,Family
1970,The Boatniks,Comedy
1970,On a Clear Day You Can See Forever,Comedy
1970,On a Clear Day You Can See Forever,Drama
1970,On a Clear Day You Can See Forever,Fantasy
1970,Two Mules for Sister Sara,Adventure
1970,Two Mules for Sister Sara,Romance
1970,Two Mules for Sister Sara,War
1970,Rio Lobo,Adventure
1970,Rio Lobo,Romance
1970,Rio Lobo,War
1970,Beyond the Valley of the Dolls,Comedy
1970,Beyond the Valley of the Dolls,Drama
1970,Beyond the Valley of the Dolls,Music
1970,Myra Breckinridge,Comedy
1970,The Boys in the Band,Drama
1970,Chisum,Biography
1970,Chisum,Western
1970,They Call Me Mister Tibbs!,Crime
1970,They Call Me Mister Tibbs!,Drama
1970,They Call Me Mister Tibbs!,Mystery
1970,Cotton Comes to Harlem,Action
1970,Cotton Comes to Harlem,Comedy
1970,Cotton Comes to Harlem,Crime
1970,The Out of Towners,Comedy
1970,Five Easy Pieces,Drama
1970,Getting Straight,Comedy
1970,Getting Straight,Drama
1970,Getting Straight,Romance
1970,The Ballad of Cable Hogue,Comedy
1970,The Ballad of Cable Hogue,Drama
1970,The Ballad of Cable Hogue,Romance
1970,The Private Life of Sherlock Holmes,Adventure
1970,The Private Life of Sherlock Holmes,Comedy
1970,The Private Life of Sherlock Holmes,Crime
1970,The Only Game in Town,Comedy
1970,The Only Game in Town,Drama
1970,The Only Game in Town,Romance
1970,The Adventurers,Action
1970,The Adventurers,Adventure
1970,The Adventurers,Drama
1970,Diary of a Mad Housewife,Comedy
1970,Diary of a Mad Housewife,Drama
1970,Darling Lili,Comedy
1970,Darling Lili,Drama
1970,Darling Lili,Musical
1970,The Great White Hope,Drama
1970,The Great White Hope,Romance
1970,The Great White Hope,Sport
1970,A Man Called Horse,Adventure
1970,A Man Called Horse,Drama
1970,A Man Called Horse,Western
1970,The Twelve Chairs,Comedy
1970,Little Fauss and Big Halsy,Drama
1970,Song of Norway,Biography
1970,Song of Norway,Drama
1970,Song of Norway,Musical
1970,Watermelon Man,Comedy
1970,Trash,Drama
1970,Kelly's Heroes,Adventure
1970,Kelly's Heroes,Comedy
1970,Kelly's Heroes,War
1970,...tick... tick... tick...,Drama
1970,...tick... tick... tick...,Action
1970,Where's Poppa?,Comedy
1970,Cromwell,Biography
1970,Cromwell,Drama
1970,Cromwell,History
1970,Zabriskie Point,Drama
1970,The Landlord,Comedy
1970,The Landlord,Drama
1970,The Landlord,Romance
1970,Loving,Comedy
1970,Loving,Drama
1970,The Strawberry Statement,Drama
1970,The Strawberry Statement,Romance
1970,Threesome,Drama
1970,El Condor,Action
1970,El Condor,Adventure
1970,El Condor,Romance
1970,I Never Sang for My Father,Drama
1970,There Was a Crooked Man...,Comedy
1970,There Was a Crooked Man...,Western
1970,Soldier Blue,Western
1971,Billy Jack,Action
1971,Billy Jack,Drama
1971,Billy Jack,Western
1971,Fiddler on the Roof,Drama
1971,Fiddler on the Roof,Family
1971,Fiddler on the Roof,Musical
1971,Dirty Harry,Action
1971,Dirty Harry,Crime
1971,Dirty Harry,Thriller
1971,The Last Picture Show,Drama
1971,The Last Picture Show,Romance
1971,Carnal Knowledge,Drama
1971,The Hospital,Comedy
1971,The Hospital,Drama
1971,The Hospital,Mystery
1971,Willard,Horror
1971,Bedknobs and Broomsticks,Animation
1971,Bedknobs and Broomsticks,Adventure
1971,Bedknobs and Broomsticks,Comedy
1971,Shaft,Action
1971,Shaft,Crime
1971,Shaft,Thriller
1971,Sweet Sweetback's Baadasssss Song,Action
1971,Sweet Sweetback's Baadasssss Song,Crime
1971,Sweet Sweetback's Baadasssss Song,Drama
1971,Klute,Crime
1971,Klute,Mystery
1971,Klute,Thriller
1971,Escape from the Planet of the Apes,Action
1971,Escape from the Planet of the Apes,Sci-Fi
1971,Cold Turkey,Comedy
1971,Play Misty for Me,Drama
1971,Play Misty for Me,Thriller
1971,Bananas,Comedy
1971,The Million Dollar Duck,Comedy
1971,The Million Dollar Duck,Family
1971,The Million Dollar Duck,Sci-Fi
1971,The Anderson Tapes,Action
1971,The Anderson Tapes,Crime
1971,The Anderson Tapes,Thriller
1971,The Big Doll House,Action
1971,The Big Doll House,Drama
1971,The Big Doll House,Thriller
1971,The Omega Man,Action
1971,The Omega Man,Drama
1971,The Omega Man,Sci-Fi
1971,McCabe & Mrs. Miller,Drama
1971,McCabe & Mrs. Miller,Western
1971,Big Jake,Western
1971,Lawman,Adventure
1971,Lawman,Western
1971,Willy Wonka & the Chocolate Factory,Family
1971,Willy Wonka & the Chocolate Factory,Fantasy
1971,Willy Wonka & the Chocolate Factory,Musical
1971,THX 1138,Drama
1971,THX 1138,Sci-Fi
1971,THX 1138,Thriller
1971,Honey Britches,Comedy
1971,Honey Britches,Horror
1971,Honey Britches,Thriller
1971,Octaman,Sci-Fi
1971,Octaman,Horror
1971,Doctors' Wives,Drama
1971,The Last Valley,Adventure
1971,The Last Valley,Drama
1971,The Last Valley,War
1971,The Statue,Comedy
1971,Zachariah,Comedy
1971,Zachariah,Drama
1971,Zachariah,Musical
1971,Wake in Fright,Drama
1971,Wake in Fright,Thriller
1971,Pink Narcissus,Drama
1971,Pink Narcissus,Fantasy
1971,Santa's Christmas Elf (Named Calvin),Animation
1971,Santa's Christmas Elf (Named Calvin),Adventure
1971,Santa's Christmas Elf (Named Calvin),Family
1971,Grease,Action
1971,Sex-Export aus Amsterdam,Comedy
1971,The Young Hitchikers,Comedy
1971,Delusion of the Fury: A Ritual of Dream and Delusion,Music
1971,"Secret Places, Secret Things",Drama
1971,Nympho Cycler,Comedy
1971,Void Where Prohibited by Law,Comedy
1972,The Godfather,Crime
1972,The Godfather,Drama
1972,The Poseidon Adventure,Action
1972,The Poseidon Adventure,Adventure
1972,The Poseidon Adventure,Drama
1972,Jeremiah Johnson,Adventure
1972,Jeremiah Johnson,Drama
1972,Jeremiah Johnson,Western
1972,Cabaret,Drama
1972,Cabaret,Musical
1972,The Getaway,Action
1972,The Getaway,Crime
1972,The Getaway,Thriller
1972,Fritz the Cat,Animation
1972,Fritz the Cat,Comedy
1972,Fritz the Cat,Drama
1972,Pete 'n' Tillie,Comedy
1972,Pete 'n' Tillie,Drama
1972,Pete 'n' Tillie,Romance
1972,The Cowboys,Adventure
1972,The Cowboys,Drama
1972,The Cowboys,Western
1972,The Heartbreak Kid,Comedy
1972,The Heartbreak Kid,Drama
1972,The Heartbreak Kid,Romance
1972,Shaft's Big Score!,Action
1972,Shaft's Big Score!,Crime
1972,Shaft's Big Score!,Drama
1972,Conquest of the Planet of the Apes,Action
1972,Conquest of the Planet of the Apes,Sci-Fi
1972,1776,Drama
1972,1776,Family
1972,1776,History
1972,Avanti!,Comedy
1972,Avanti!,Romance
1972,The Last House on the Left,Horror
1972,The Last House on the Left,Thriller
1972,Blacula,Fantasy
1972,Blacula,Horror
1972,Blacula,Romance
1972,Pink Flamingos,Comedy
1972,Pink Flamingos,Crime
1972,Grease 2,Action
1972,Don Quixote,Drama
1972,The Curse of a Faithful Wife,Comedy
1972,Call Me by My Rightful Name,Drama
1972,The Rapture,Thriller
1972,Boots and the Preacher,Crime
1972,Boots and the Preacher,Drama
1972,The Legend of Amaluk: An Arctic Odyssey,Adventure
1972,The Legend of Amaluk: An Arctic Odyssey,Family
1972,Yao of the Jungle,Adventure
1972,Did Baby Shoot Her Sugardaddy?,Comedy
1972,Did Baby Shoot Her Sugardaddy?,Crime
1972,Run Before the Wind,Drama
1972,The Circle,Drama
1972,The Circle,Romance
1972,Winter Love,Drama
1972,A Clock Work Blue,Comedy
1972,A Clock Work Blue,Fantasy
1972,Class of '74,Drama
1972,Class of '74,Romance
1972,Savage Connection,Drama
1972,Country Music,Musical
1972,The Bagel Report,Comedy
1972,Willy's Gone,Drama
1972,A Ton of Grass Goes to Pot,Action
1972,A Ton of Grass Goes to Pot,Comedy
1972,Floyd Patterson vs. Pedro Agosto,Sport
1972,The Suckers,Thriller
1972,It's... Francy's Friday,Drama
1972,Karen and the Carpenter,Romance
1972,A Day at the White House,Comedy
1972,Runaway Hormones,Comedy
1972,A Hard Ride to the Movies,Action
1972,Fongaluli,Fantasy
1972,The Tournament,Action
1973,The Exorcist,Horror
1973,The Sting,Comedy
1973,The Sting,Crime
1973,The Sting,Drama
1973,American Graffiti,Comedy
1973,American Graffiti,Drama
1973,Papillon,Biography
1973,Papillon,Crime
1973,Papillon,Drama
1973,Robin Hood,Animation
1973,Robin Hood,Adventure
1973,Robin Hood,Comedy
1973,Paper Moon,Comedy
1973,Paper Moon,Drama
1973,Serpico,Biography
1973,Serpico,Crime
1973,Serpico,Drama
1973,Enter the Dragon,Action
1973,Enter the Dragon,Crime
1973,Enter the Dragon,Drama
1973,Jesus Christ Superstar,Drama
1973,Jesus Christ Superstar,History
1973,Jesus Christ Superstar,Musical
1973,The Three Musketeers,Action
1973,The Three Musketeers,Adventure
1973,Westworld,Action
1973,Westworld,Sci-Fi
1973,Westworld,Thriller
1973,High Plains Drifter,Drama
1973,High Plains Drifter,Mystery
1973,High Plains Drifter,Western
1973,Class of '44,Drama
1973,Flesh for Frankenstein,Horror
1973,Battle for the Planet of the Apes,Action
1973,Battle for the Planet of the Apes,Sci-Fi
1973,Lost Horizon,Adventure
1973,Lost Horizon,Drama
1973,Lost Horizon,Fantasy
1973,Charlotte's Web,Animation
1973,Charlotte's Web,Family
1973,Charlotte's Web,Musical
1973,Detroit 9000,Crime
1973,Detroit 9000,Drama
1973,Detroit 9000,Action
1973,Mean Streets,Crime
1973,Mean Streets,Drama
1973,Mean Streets,Thriller
1973,The Day of the Dolphin,Drama
1973,The Day of the Dolphin,Sci-Fi
1973,The Day of the Dolphin,Thriller
1973,Scream Blacula Scream,Fantasy
1973,Scream Blacula Scream,Horror
1973,Dillinger,Action
1973,Dillinger,Biography
1973,Dillinger,Crime
1973,Jonathan Livingston Seagull,Drama
1973,Jonathan Livingston Seagull,Family
1973,Massage Parlor Murders!,Crime
1973,Massage Parlor Murders!,Mystery
1973,Massage Parlor Murders!,Thriller
1973,The Long Goodbye,Comedy
1973,The Long Goodbye,Crime
1973,The Long Goodbye,Drama
1973,The Crazies,Action
1973,The Crazies,Horror
1973,The Crazies,Sci-Fi
1973,Ganja & Hess,Drama
1973,Ganja & Hess,Fantasy
1973,Ganja & Hess,Horror
1973,Penelope's Education,Comedy
1973,The Amusement Park,Drama
1973,The Amusement Park,Horror
1973,The Amusement Park,Thriller
1973,The Pickle Goes in the Middle,Comedy
1973,Diary of a Stewardess,Romance
1973,A Country Mile,Musical
1973,The 1st Notch,Western
1973,Liquid Space,Sport
1973,Bizarre Devices,Comedy
1973,Ski Party,Comedy
1973,Ski Party,Romance
1973,Supersonic Supergirls,Comedy
1973,Just Be There,Drama
1973,The Shrink,Comedy
1973,Toke,Action
1973,Toke,Crime
1973,Toke,Thriller
1973,The Lardfather,Comedy
1973,The Wednesday Children,Horror
1973,Never Look Back,Action
1973,Never Look Back,Adventure
1973,Never Look Back,Drama
1973,"Cries of Ecstasy, Blows of Death",Drama
1973,"Cries of Ecstasy, Blows of Death",Sci-Fi
1973,Intermission,Drama
1974,Blazing Saddles,Comedy
1974,Blazing Saddles,Western
1974,The Towering Inferno,Action
1974,The Towering Inferno,Drama
1974,The Towering Inferno,Thriller
1974,The Trial of Billy Jack,Action
1974,The Trial of Billy Jack,Drama
1974,The Trial of Billy Jack,Music
1974,Young Frankenstein,Comedy
1974,Earthquake,Action
1974,Earthquake,Drama
1974,Earthquake,Thriller
1974,The Godfather: Part II,Crime
1974,The Godfather: Part II,Drama
1974,Airport 1975,Action
1974,Airport 1975,Drama
1974,Airport 1975,Thriller
1974,The Life and Times of Grizzly Adams,Adventure
1974,The Life and Times of Grizzly Adams,Family
1974,The Life and Times of Grizzly Adams,Western
1974,Gone in 60 Seconds,Action
1974,Gone in 60 Seconds,Crime
1974,Gone in 60 Seconds,Drama
1974,Benji,Adventure
1974,Benji,Family
1974,Benji,Romance
1974,Herbie Rides Again,Comedy
1974,Herbie Rides Again,Family
1974,Herbie Rides Again,Fantasy
1974,The Texas Chain Saw Massacre,Horror
1974,Chinatown,Drama
1974,Chinatown,Mystery
1974,Chinatown,Thriller
1974,Thunderbolt and Lightfoot,Comedy
1974,Thunderbolt and Lightfoot,Crime
1974,Thunderbolt and Lightfoot,Drama
1974,Death Wish,Action
1974,Death Wish,Crime
1974,Death Wish,Drama
1974,The Groove Tube,Comedy
1974,The Four Musketeers: Milady's Revenge,Adventure
1974,The Four Musketeers: Milady's Revenge,History
1974,Macon County Line,Action
1974,Macon County Line,Drama
1974,Macon County Line,Romance
1974,Alice Doesn't Live Here Anymore,Drama
1974,Alice Doesn't Live Here Anymore,Romance
1974,The Front Page,Comedy
1974,The Front Page,Drama
1974,The Front Page,Romance
1974,A Woman Under the Influence,Drama
1974,A Woman Under the Influence,Romance
1974,California Split,Comedy
1974,California Split,Drama
1974,The Sugarland Express,Crime
1974,The Sugarland Express,Drama
1974,The Conversation,Drama
1974,The Conversation,Mystery
1974,The Conversation,Thriller
1974,Three the Hard Way,Action
1974,Three the Hard Way,Thriller
1974,The Man from Clover Grove,Comedy
1974,The Man from Clover Grove,Family
1974,Lucifer's Women,Horror
1974,The Streak Car Company,Comedy
1974,The Devil Made Me Do It,Comedy
1974,The Devil Made Me Do It,Horror
1974,The Minutes and Hours,Drama
1974,Ride to Ecstasy,Comedy
1974,"Young, Rich and Ripe",Crime
1974,The Deadly Touch,Action
1974,The Transformation: A Sandwich of Nightmares,Horror
1974,Slime Town Blues,Comedy
1974,Angie Baby,Drama
1974,Apache Fire,Drama
1974,The Enemy,Drama
1974,The Enemy,Fantasy
1974,The French Love Secret,Comedy
1974,It Happened One Weekend,Drama
1974,The Great Masquerade,Comedy
1974,The Great Masquerade,Crime
1974,Arizona Slim,Comedy
1974,Arizona Slim,Musical
1974,North of the Sun,Adventure
1974,Let's Go for Broke,Action
1974,Let's Go for Broke,Comedy
1974,Tiger Cage,Action
1975,Jaws,Adventure
1975,Jaws,Drama
1975,Jaws,Thriller
1975,The Rocky Horror Picture Show,Comedy
1975,The Rocky Horror Picture Show,Musical
1975,One Flew Over the Cuckoo's Nest,Drama
1975,Dog Day Afternoon,Biography
1975,Dog Day Afternoon,Crime
1975,Dog Day Afternoon,Drama
1975,Shampoo,Comedy
1975,Shampoo,Drama
1975,The Return of the Pink Panther,Comedy
1975,The Return of the Pink Panther,Crime
1975,The Return of the Pink Panther,Mystery
1975,Three Days of the Condor,Mystery
1975,Three Days of the Condor,Thriller
1975,Funny Lady,Biography
1975,Funny Lady,Comedy
1975,Funny Lady,Drama
1975,The Apple Dumpling Gang,Comedy
1975,The Apple Dumpling Gang,Family
1975,The Apple Dumpling Gang,Western
1975,Aloha Bobby and Rose,Drama
1975,The Other Side of the Mountain,Biography
1975,The Other Side of the Mountain,Drama
1975,The Other Side of the Mountain,Romance
1975,The Adventures of the Wilderness Family,Adventure
1975,The Adventures of the Wilderness Family,Drama
1975,The Adventures of the Wilderness Family,Family
1975,Rollerball,Action
1975,Rollerball,Sci-Fi
1975,Rollerball,Sport
1975,The Hindenburg,Adventure
1975,The Hindenburg,Drama
1975,The Hindenburg,History
1975,Lucky Lady,Comedy
1975,Lucky Lady,Crime
1975,Lucky Lady,Drama
1975,The Great Waldo Pepper,Adventure
1975,The Great Waldo Pepper,Drama
1975,Escape to Witch Mountain,Adventure
1975,Escape to Witch Mountain,Family
1975,Escape to Witch Mountain,Fantasy
1975,The Day of the Locust,Drama
1975,The Day of the Locust,Thriller
1975,W.W. and the Dixie Dancekings,Comedy
1975,Once Is Not Enough,Drama
1975,Once Is Not Enough,Romance
1975,Breakout,Action
1975,Breakout,Adventure
1975,Breakout,Drama
1975,Nashville,Comedy
1975,Nashville,Drama
1975,Nashville,Music
1975,Race with the Devil,Action
1975,Race with the Devil,Horror
1975,Race with the Devil,Thriller
1975,French Connection II,Action
1975,French Connection II,Crime
1975,French Connection II,Drama
1975,"Give 'em Hell, Harry!",Biography
1975,"Give 'em Hell, Harry!",Comedy
1975,"Give 'em Hell, Harry!",Drama
1975,The Stepford Wives,Horror
1975,The Stepford Wives,Mystery
1975,The Stepford Wives,Sci-Fi
1975,Hard Times,Crime
1975,Hard Times,Drama
1975,Hard Times,Sport
1975,Rooster Cogburn,Adventure
1975,Rooster Cogburn,Drama
1975,Rooster Cogburn,Western
1975,Death Race 2000,Action
1975,Death Race 2000,Comedy
1975,Death Race 2000,Sci-Fi
1975,A Boy and His Dog,Comedy
1975,A Boy and His Dog,Drama
1975,A Boy and His Dog,Sci-Fi
1975,Mahogany,Drama
1975,Mahogany,Romance
1975,"Farewell, My Lovely",Crime
1975,"Farewell, My Lovely",Mystery
1975,"Farewell, My Lovely",Thriller
1975,Bug,Horror
1975,Bug,Mystery
1975,Bug,Sci-Fi
1975,At Long Last Love,Comedy
1975,At Long Last Love,Musical
1975,Framed,Action
1975,Framed,Crime
1975,Framed,Drama
1975,Sharks' Treasure,Action
1975,Sharks' Treasure,Adventure
1975,The Giant Spider Invasion,Horror
1975,The Giant Spider Invasion,Sci-Fi
1975,Maggie's Stiletto Sisters,Action
1975,Maggie's Stiletto Sisters,Crime
1975,Maggie's Stiletto Sisters,Drama
1975,Shhh,Comedy
1975,Robin Trower at Winterland 1975,Music
1975,Urban Peasants,Biography
1975,The Lost Ones,Drama
1975,Survival,Adventure
1975,Survival,Drama
1975,RAH!,Comedy
1975,The Intruder,Horror
1975,The Infidel,Drama
1975,The Infidel,Romance
1975,Guitar Picks & Roach Clips,Music
1975,A Taste of Decadence,Drama
1975,"Bad, Black & Beautiful",Action
1976,Rocky,Drama
1976,Rocky,Sport
1976,A Star Is Born,Drama
1976,A Star Is Born,Music
1976,A Star Is Born,Romance
1976,All the President's Men,Biography
1976,All the President's Men,Drama
1976,All the President's Men,History
1976,King Kong,Adventure
1976,King Kong,Horror
1976,The Enforcer,Action
1976,The Enforcer,Crime
1976,The Enforcer,Thriller
1976,The Bad News Bears,Comedy
1976,The Bad News Bears,Drama
1976,The Bad News Bears,Family
1976,Silent Movie,Comedy
1976,The Pink Panther Strikes Again,Comedy
1976,The Pink Panther Strikes Again,Crime
1976,Carrie,Horror
1976,The Outlaw Josey Wales,Western
1976,Taxi Driver,Crime
1976,Taxi Driver,Drama
1976,Freaky Friday,Comedy
1976,Freaky Friday,Family
1976,Freaky Friday,Fantasy
1976,Logan's Run,Action
1976,Logan's Run,Sci-Fi
1976,Marathon Man,Crime
1976,Marathon Man,Thriller
1976,"Mother, Jugs & Speed",Comedy
1976,"Mother, Jugs & Speed",Drama
1976,Across the Great Divide,Family
1976,Across the Great Divide,Western
1976,The Pom Pom Girls,Comedy
1976,The Pom Pom Girls,Romance
1976,The Missouri Breaks,Drama
1976,The Missouri Breaks,Western
1976,Gator,Action
1976,Gator,Drama
1976,Gator,Crime
1976,Robin and Marian,Adventure
1976,Robin and Marian,Drama
1976,Robin and Marian,Romance
1976,Lipstick,Crime
1976,Lipstick,Drama
1976,Lipstick,Thriller
1976,The Omen,Horror
1976,Sparkle,Drama
1976,Sparkle,Music
1976,The Big Bus,Action
1976,The Big Bus,Comedy
1976,Cannonball!,Action
1976,Cannonball!,Comedy
1976,Cannonball!,Crime
1976,The Tenant,Drama
1976,The Tenant,Thriller
1976,The Last Tycoon,Drama
1976,The Last Tycoon,Romance
1976,Obsession,Drama
1976,Obsession,Mystery
1976,Obsession,Thriller
1976,The Blue Bird,Adventure
1976,The Blue Bird,Drama
1976,The Blue Bird,Family
1976,"Please, Don't Bury Me Alive!",Crime
1976,"Please, Don't Bury Me Alive!",Drama
1976,Flabbergast,Comedy
1976,Brown Shoes Don't Make It,Comedy
1976,Sex-Export aus Amsterdam 2. Teil,Comedy
1976,Henry Phipps Goes Skiing,Comedy
1976,Bike Fever,Family
1976,Volunteer Jam,Music
1976,Things to Come,Sci-Fi
1976,Cliffs of the Wailing River,History
1976,Out There,Family
1976,The Animal,Drama
1976,Pinocchio and His Magic Show,Family
1976,Pinocchio and His Magic Show,Fantasy
1976,The Astrologer,Sci-Fi
1976,The Thursday Morning Murders,Action
1976,The Apparition,Drama
1976,Getting Ready,Fantasy
1976,Held for Ransom,Crime
1976,Held for Ransom,Drama
1976,Held for Ransom,Thriller
1976,Ain't That Just Like a Honkey!,Comedy
1976,69 Minutes,Comedy
1976,Musical Holdouts,Music
1977,Star Wars: Episode IV - A New Hope,Action
1977,Star Wars: Episode IV - A New Hope,Adventure
1977,Star Wars: Episode IV - A New Hope,Fantasy
1977,Close Encounters of the Third Kind,Drama
1977,Close Encounters of the Third Kind,Sci-Fi
1977,Smokey and the Bandit,Action
1977,Smokey and the Bandit,Comedy
1977,The Goodbye Girl,Comedy
1977,The Goodbye Girl,Drama
1977,The Goodbye Girl,Romance
1977,Saturday Night Fever,Drama
1977,Saturday Night Fever,Music
1977,The Rescuers,Animation
1977,The Rescuers,Adventure
1977,The Rescuers,Comedy
1977,A Bridge Too Far,Drama
1977,A Bridge Too Far,History
1977,A Bridge Too Far,War
1977,"Oh, God!",Comedy
1977,"Oh, God!",Fantasy
1977,Pete's Dragon,Animation
1977,Pete's Dragon,Adventure
1977,Pete's Dragon,Comedy
1977,Annie Hall,Comedy
1977,Annie Hall,Romance
1977,Semi-Tough,Comedy
1977,Semi-Tough,Romance
1977,Semi-Tough,Sport
1977,The Gauntlet,Action
1977,The Gauntlet,Crime
1977,The Gauntlet,Thriller
1977,The Turning Point,Drama
1977,The Turning Point,Romance
1977,Heroes,Comedy
1977,Heroes,Drama
1977,High Anxiety,Comedy
1977,High Anxiety,Mystery
1977,High Anxiety,Thriller
1977,Exorcist II: The Heretic,Horror
1977,Airport '77,Action
1977,Airport '77,Drama
1977,Airport '77,Thriller
1977,Slap Shot,Comedy
1977,Slap Shot,Drama
1977,Slap Shot,Sport
1977,The Hills Have Eyes,Horror
1977,The Hills Have Eyes,Thriller
1977,The Other Side of Midnight,Drama
1977,The Other Side of Midnight,Romance
1977,The Other Side of Midnight,Thriller
1977,For the Love of Benji,Adventure
1977,For the Love of Benji,Comedy
1977,For the Love of Benji,Drama
1977,The World's Greatest Lover,Comedy
1977,The Bad News Bears in Breaking Training,Comedy
1977,The Bad News Bears in Breaking Training,Family
1977,The Bad News Bears in Breaking Training,Sport
1977,Which Way Is Up?,Comedy
1977,Kingdom of the Spiders,Horror
1977,Kingdom of the Spiders,Sci-Fi
1977,Looking for Mr. Goodbar,Drama
1977,Sinbad and the Eye of the Tiger,Action
1977,Sinbad and the Eye of the Tiger,Adventure
1977,Sinbad and the Eye of the Tiger,Family
1977,"New York, New York",Drama
1977,"New York, New York",Music
1977,"New York, New York",Musical
1977,Black Sunday,Adventure
1977,Black Sunday,Crime
1977,Black Sunday,Drama
1977,Sorcerer,Adventure
1977,Sorcerer,Drama
1977,Sorcerer,Thriller
1977,Bobby Deerfield,Drama
1977,Bobby Deerfield,Romance
1977,Wizards,Animation
1977,Wizards,Adventure
1977,Wizards,Fantasy
1977,Damnation Alley,Sci-Fi
1977,Islands in the Stream,Drama
1977,The Island of Dr. Moreau,Adventure
1977,The Island of Dr. Moreau,Fantasy
1977,The Island of Dr. Moreau,Horror
1977,Eraserhead,Horror
1977,The Deep,Adventure
1977,The Deep,Mystery
1977,The Deep,Thriller
1977,Thunder and Lightning,Action
1977,Thunder and Lightning,Adventure
1977,Thunder and Lightning,Comedy
1977,"Race for Your Life, Charlie Brown",Animation
1977,"Race for Your Life, Charlie Brown",Adventure
1977,"Race for Your Life, Charlie Brown",Comedy
1977,Citizens Band,Comedy
1977,Citizens Band,Drama
1977,Martin,Drama
1977,Martin,Horror
1977,Who Cares?,Comedy
1977,The Great Balloon Race,Adventure
1977,Ride the Wind,Family
1977,The Intercessors,Drama
1977,Out to Lunch,Comedy
1978,Grease,Musical
1978,Grease,Romance
1978,Superman,Action
1978,Superman,Adventure
1978,Superman,Drama
1978,Every Which Way but Loose,Action
1978,Every Which Way but Loose,Comedy
1978,Jaws 2,Adventure
1978,Jaws 2,Drama
1978,Jaws 2,Horror
1978,Heaven Can Wait,Comedy
1978,Heaven Can Wait,Fantasy
1978,Heaven Can Wait,Romance
1978,Hooper,Action
1978,Hooper,Comedy
1978,The Deer Hunter,Drama
1978,The Deer Hunter,War
1978,Halloween,Horror
1978,Halloween,Thriller
1978,Convoy,Action
1978,Convoy,Drama
1978,Foul Play,Comedy
1978,Foul Play,Mystery
1978,Foul Play,Thriller
1978,Up in Smoke,Comedy
1978,Up in Smoke,Music
1978,Midnight Express,Biography
1978,Midnight Express,Crime
1978,Midnight Express,Drama
1978,Coming Home,Drama
1978,Coming Home,Romance
1978,Coming Home,War
1978,House Calls,Comedy
1978,House Calls,Drama
1978,House Calls,Romance
1978,Magic,Drama
1978,Magic,Horror
1978,Invasion of the Body Snatchers,Horror
1978,Invasion of the Body Snatchers,Sci-Fi
1978,An Unmarried Woman,Comedy
1978,An Unmarried Woman,Drama
1978,An Unmarried Woman,Romance
1978,The Wiz,Adventure
1978,The Wiz,Family
1978,The Wiz,Fantasy
1978,Ice Castles,Drama
1978,Ice Castles,Romance
1978,Ice Castles,Sport
1978,F.I.S.T.,Crime
1978,F.I.S.T.,Drama
1978,F.I.S.T.,Thriller
1978,Sgt. Pepper's Lonely Hearts Club Band,Adventure
1978,Sgt. Pepper's Lonely Hearts Club Band,Comedy
1978,Sgt. Pepper's Lonely Hearts Club Band,Fantasy
1978,Eyes of Laura Mars,Mystery
1978,Eyes of Laura Mars,Thriller
1978,"Same Time, Next Year",Comedy
1978,"Same Time, Next Year",Drama
1978,"Same Time, Next Year",Romance
1978,The Boys from Brazil,Drama
1978,The Boys from Brazil,Thriller
1978,Good Guys Wear Black,Action
1978,The Betsy,Drama
1978,The One and Only,Comedy
1978,The One and Only,Romance
1978,Corvette Summer,Adventure
1978,Corvette Summer,Comedy
1978,The Buddy Holly Story,Biography
1978,The Buddy Holly Story,Drama
1978,The Buddy Holly Story,Music
1978,The Bad News Bears Go to Japan,Comedy
1978,The Bad News Bears Go to Japan,Family
1978,The Bad News Bears Go to Japan,Sport
1978,The Other Side of the Mountain: Part II,Biography
1978,The Other Side of the Mountain: Part II,Drama
1978,The Other Side of the Mountain: Part II,Romance
1978,Moment by Moment,Drama
1978,Moment by Moment,Romance
1978,The Swarm,Horror
1978,The Swarm,Thriller
1978,Game of Death,Action
1978,Game of Death,Crime
1978,Game of Death,Drama
1978,Straight Time,Crime
1978,Straight Time,Drama
1978,The Brink's Job,Comedy
1978,The Brink's Job,Crime
1978,The Brink's Job,Drama
1978,King of the Gypsies,Drama
1978,Thank God It's Friday,Comedy
1978,Thank God It's Friday,Music
1978,Somebody Killed Her Husband,Comedy
1978,Somebody Killed Her Husband,Crime
1978,Somebody Killed Her Husband,Mystery
1978,Piranha,Comedy
1978,Piranha,Horror
1978,Piranha,Sci-Fi
1978,Pretty Baby,Drama
